titre,prix,surface,nb_pieces,nb_chambres,ville,code_postal,adresse,quartier,type_bien,groupe_type,prix_m2,lien,description,photo_1,photo_2,photo_3,photo_4,photo_5
"Appartement à vendre - Toulon - 109 000 € - 1 pièce, 21 m², Étage 2/3",109 000 €,21.0,1.0,,Toulon,83000,,Centre / Littoral,Appartement,Appartement,5 190 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/mourillon-centre/262921745.htm,iad France - Florence Godefroy vous propose: Studio 21 m² – Toulon Mourillon – Idéal investissement ou pied-à-terre – Proche plages et commerces Situé au cOEur du très recherché quartier du Mourillon...,https://mms.seloger.com/c/9/7/f/c97fc1f3-ef25-4662-895e-a86992742b29.jpg?ci_seal=8339336e442308271d3bb8712e31b622fa79c590&h=50,https://mms.seloger.com/2/8/f/0/28f04fba-dade-4306-8f7f-397c7ecedcc0.jpg?ci_seal=aa26eaa2342180c152f3a1ddca3d482f6d3425c5&w=525&h=394,https://mms.seloger.com/8/4/2/c/842c6f61-b805-4b40-90bc-e8951c146a93.jpg?ci_seal=66f016068cdc1e129a3c0632a728dd796b3cb476&w=525&h=394,https://mms.seloger.com/c/9/b/c/c9bc4b83-3610-487e-afd1-caba05fe6cd9.jpg?ci_seal=ae2014cc18f0aad1ffb07296a026c20b43bafc1c&w=525&h=394,
"Appartement à vendre - Toulon - 113 000 € - 2 pièces, 1 chambre, 29 m², Étage 4/4",113 000 €,29.0,2.0,1.0,Toulon,83100,,Est Toulon,Appartement,Appartement,3 897 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/saint-jean-du-var/260218443.htm,"À vendre, Toulon Est Saint Jean du Var (83100) EN EXCLUSIVITÉ Au dernier étage d'un petit immeuble de caractère, appartement T2 de 29m² avec beaucoup de cachet et en parfait état. Cuisine équipée ouv...",https://mms.seloger.com/6/9/1/9/69197590-7073-4eec-9142-694dfc890cbb.jpg?ci_seal=24a213de11eee04b108ad1c3eaf6112d68cf771f&h=50,https://mms.seloger.com/4/4/9/0/4490f813-f59f-4f33-87e1-d326a7fd68c0.jpg?ci_seal=fe09220610faeba8a1e64511e65ba6a04902516a&w=525&h=394,https://mms.seloger.com/7/6/f/2/76f29617-0399-4b05-927d-a47eabb11d62.jpg?ci_seal=564656072681e95a5ede1a18d4c43a2a7a0584f6&w=525&h=394,https://mms.seloger.com/0/2/a/0/02a02ff3-3c03-4dfa-a84c-66663c49d6f4.jpg?ci_seal=87a9ea84642db6fbb53353fc25998a87b4cb18be&w=525&h=394,
"Appartement à vendre - Toulon - 115 000 € - 1 pièce, 22,2 m², RDC/2",115 000 €,22.2,1.0,,Toulon,83000,,Centre / Littoral,Appartement,Appartement,5 180 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/saint-roch/261715439.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Toulon Ouest - Dans le quartier Saint-Roch, limitrophe à Claret, dans une impasse au calme, retrouvez ce studio en rez-de-jardin dans un immeuble de 2 étages comprenant seulement 6 lots. Entièrement ...",https://mms.seloger.com/8/9/2/b/892b02d8-eaf4-4381-8652-26320e20e7ac.jpg?ci_seal=7e6184737656908f1fb06d0b79e17eaf37c0a67f&w=626&h=470,https://mms.seloger.com/8/e/9/f/8e9f976e-a6a0-4c95-982e-cac142dfce90.jpg?ci_seal=c59740528730b7f2c6e103201c8d2c6caea0c9c3&w=626&h=470,https://mms.seloger.com/6/7/c/1/67c1dc8a-8d98-4964-96e8-3ce78725e5e5.jpg?ci_seal=23a17fbe691cc8ce3e2de9945a2d4b1f0651cc55&w=626&h=470,https://mms.seloger.com/5/9/e/3/59e3ac9c-a200-42c9-81d7-cd2d9e25de3a.jpg?ci_seal=32387ca9c20c9d504542afafeea1ff7102eece1c&w=626&h=470,https://mms.seloger.com/1/5/a/6/15a69e0b-b969-46f4-b2fc-4c66a4a7c89e.jpg?ci_seal=80bfb6ec4378aa869495af390846e9d62ceec0a4&w=626&h=470
"Appartement à vendre - Toulon - 115 000 € - 2 pièces, 1 chambre, 50,8 m², 2ème étage",115 000 €,50.8,2.0,1.0,Toulon,83200,(),Ouest Toulon,Appartement,Appartement,2 264 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/254934491.htm,"TOULON PONT DU LAS Beaucoup de charme pour cet appartement de type deux situé au 2ème étage. Très lumineux et entièrement rénové. A proximité des commerces, écoles, transports et arsenal. A VISITER. ...",https://mms.seloger.com/6/5/f/2/65f2cf03-5686-43ca-91e5-31265e654c27.jpg?ci_seal=fbfb21420984cf4165e7f10f1b8bae366553e6d4&w=626&h=470,https://mms.seloger.com/5/4/a/a/54aa7980-25a6-4957-9d7c-a46101a57ec2.jpg?ci_seal=d480fd53a383baa65a278429c9c324fc37c8f99e&w=626&h=470,https://mms.seloger.com/b/a/a/0/baa0aa23-6e1f-4974-8e38-70a5468a16f3.jpg?ci_seal=a3c15b0100e36c0c957899a817704fc8e4cc5705&w=626&h=470,https://mms.seloger.com/0/3/9/5/039599d1-03d9-4fff-9af4-27d5c2f6de3c.jpg?ci_seal=d3a02ca783d8cfaa12af91bd6a07f959fff7e50b&w=626&h=470,https://mms.seloger.com/9/a/9/6/9a961c7d-bc38-4144-a635-9cf06d7004f7.jpg?ci_seal=f6666db002a84ce3b8feab8ff8c5a0ddfaa0c3bd&w=626&h=470
"Appartement à vendre - Toulon - 115 000 € - 2 pièces, 1 chambre, 54 m², Étage 2/5",115 000 €,54.0,2.0,1.0,Toulon,83200,"Pont-du-Las, ()",Ouest Toulon,Appartement,Appartement,2 130 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/pont-du-las/261480593.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"iad France - Cyril Mirat vous propose: TOULON - Quartier Pont Du Las Découvrez ce T2 d'une superficie de 54m2 environ, situé au 2ème étage sans ascenseur. Cet appartement comprend une entrée avec pla...",https://mms.seloger.com/c/9/7/f/c97fc1f3-ef25-4662-895e-a86992742b29.jpg?ci_seal=8339336e442308271d3bb8712e31b622fa79c590&h=50,https://mms.seloger.com/9/a/5/2/9a52312c-8ad6-4346-bef5-08cd806bee11.jpg?ci_seal=8e4494c10a736b73b2b7f39f990393731d8debc1&w=525&h=394,https://mms.seloger.com/a/e/8/3/ae837c24-e3d5-434c-9285-766fa8604ed8.jpg?ci_seal=760164594a7b7b5bbb27a7bda36d9d2a52139a58&w=525&h=394,https://mms.seloger.com/7/4/8/6/74861238-d958-415d-8d76-330f930a9a4a.jpg?ci_seal=73a1a6f99105b42dc6f95cacfe2ac44d4a3e45bc&w=525&h=394,
"Appartement à vendre - Toulon - 116 050 € - 3 pièces, 2 chambres, 57,7 m², Étage 1/2",116 050 €,57.7,3.0,2.0,Toulon,83200,"Saint Roch, ()",Ouest Toulon,Appartement,Appartement,2 011 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/saint-roch/263051267.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"Situé à Toulon, secteur Saint-Roch, découvrez ce charmant appartement Type 3 de 57,70 m² situé au 1er étage sans ascenseur. Dès l'entrée, l'appartement séduit par ses beaux volumes et sa belle hauteu...",https://mms.seloger.com/c/d/d/d/cddd1e95-6b1e-4fa3-9079-5f057741edc9.jpg?ci_seal=85a23bc9ca941199ce9fc5b18b1504553c45682e&h=50,https://mms.seloger.com/8/8/5/0/88500b34-5a66-4e76-a3d0-883df5b3b9d9.jpg?ci_seal=adee9fb084965e9aafa9a3eb3b3e959f570da4b7&w=525&h=394,https://mms.seloger.com/8/f/1/f/8f1f48d4-9827-484a-9fc4-229d16edabee.jpg?ci_seal=1d3df6366123d6355bd1d865ecc640c03f430aa8&w=525&h=394,https://mms.seloger.com/8/9/f/6/89f64807-ff0b-4c76-9c86-032c77321056.jpg?ci_seal=8cacbe73424a093227c4f70d6c26821cd520260b&w=525&h=394,
"Appartement à vendre - Toulon - 117 000 € - 3 pièces, 2 chambres, 61 m², 5ème étage",117 000 €,61.0,3.0,2.0,Toulon,83000,(),Centre / Littoral,Appartement,Appartement,1 918 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/256786735.htm,"A vendre à TOULON entre Claret et Saint-Anne, appartement type 3 de 61m2 situé au 5ème étage avec ascenseur il se compose d'une entrée, un séjour donnant sur balcon, une cuisine, deux chambre et une ...",https://mms.seloger.com/a/2/6/c/a26ca6ad-2f73-4264-b5f6-32b4a14f170c.jpg?ci_seal=72a02a1d417b37b43fa71f7b5f7a94ba059a930d&w=626&h=470,https://mms.seloger.com/7/a/0/a/7a0a0d03-6593-4415-bd45-149d414cec6c.jpg?ci_seal=2f286bd020fddbd2950de66b68565b03d650d6ee&w=626&h=470,https://mms.seloger.com/6/4/6/4/64644103-b848-430a-bbc8-fcee08a34065.jpg?ci_seal=8ad3e99bbaf1113faac16ef764f2c67f594ba693&w=626&h=470,https://mms.seloger.com/e/e/7/5/ee755e4c-6e83-45ba-bcd8-4f787043b440.jpg?ci_seal=f76d2f49df34e8e55044d8466cb94b334d3f2576&w=626&h=470,https://mms.seloger.com/5/a/0/b/5a0bd103-8a54-4f76-8c2f-605be31d92d0.jpg?ci_seal=0ad2c79d5681b5bfc15e4f7acc7ad268eb4e91a6&w=626&h=470
"Appartement à vendre - Toulon - 117 000 € - 3 pièces, 2 chambres, 56 m², 4ème étage",117 000 €,56.0,3.0,2.0,Toulon,83000,(),Centre / Littoral,Appartement,Appartement,2 089 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/257255489.htm,"A vendre à TOULON entre Claret et Saint-Anne, appartement type 3 de 56m2 situé au 4ème étage avec ascenseur il se compose d'une entrée, un séjour donnant sur balcon, une cuisine, deux chamnbres et un...",https://mms.seloger.com/4/a/2/0/4a207f21-bb72-4714-b168-7f8295e2d62f.jpg?ci_seal=1a59acd34e2684f7da06610c3c543e6aaaf1a2a1&w=626&h=470,https://mms.seloger.com/4/3/d/7/43d7d23f-9f1c-43f2-b4fd-5a1d3d1ac7a0.jpg?ci_seal=ae7897ca6518ebc119579bf09e21a0a6edd70b23&w=626&h=470,https://mms.seloger.com/9/a/1/6/9a164286-cf2b-4bf5-abb3-b707d6c08f4c.jpg?ci_seal=69b93ba64e48340ff18c3b698716e511b0299007&w=626&h=470,https://mms.seloger.com/c/7/b/2/c7b28716-6b18-4e3f-8942-d4948e16a1f6.jpg?ci_seal=1c98283c11f245919fd0f2845a2a18d087583f49&w=626&h=470,
"Appartement à vendre - Toulon - 118 000 € - 1 pièce, 38 m², Étage 5/5",118 000 €,38.0,1.0,,Toulon,83000,"Le Port, ()",Centre / Littoral,Appartement,Appartement,3 105 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/le-port/260634603.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"iad France - Fanny Di Mira vous propose: SOUS OFFRE ACCEPTEE - T1 bis avec coin nuit – 38 m² meublé – Centre-ville de Toulon – Vue dégagée Idéalement situé en plein cOEur du centre-ville de Toulon, à...",https://mms.seloger.com/c/9/7/f/c97fc1f3-ef25-4662-895e-a86992742b29.jpg?ci_seal=8339336e442308271d3bb8712e31b622fa79c590&h=50,https://mms.seloger.com/9/9/4/5/994588b9-216a-4767-a792-dcc6f708ed77.jpg?ci_seal=492749e1f8a11e686f32052662ea9de49628c96b&w=525&h=394,https://mms.seloger.com/b/6/5/d/b65d027d-5a4b-4d5d-87cc-c94452d050d1.jpg?ci_seal=76b2485a3a08a8aaad3909a9a06fa48bfd8fbc21&w=525&h=394,https://mms.seloger.com/b/e/2/1/be2146fa-7731-4ce8-8f42-399020617b8b.jpg?ci_seal=95e7ced8f21aeec55a449bf67f3a731ca8e993b7&w=525&h=394,
"Appartement à vendre - Toulon - 118 580 € - 2 pièces, 1 chambre, 38 m²",118 580 €,38.0,2.0,1.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,3 120 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262085495.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D10&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"EXCLUSIVITÉ Agréable T2 avec ascenseur à Toulon Idéal 1er achat ou investissement ! 38 m² 1 chambre Ascenseur Résidence 2010 Vous cherchez un cocon douillet, lumineux, bien placé et sans gros travaux...",https://mms.seloger.com/e/3/4/e/e34ef166-31b5-44f2-bb2f-4f378b1abf4b.jpg?ci_seal=0b90fe9e020ac3bb943ad8a49a53b6a31c1c6fe5&w=525&h=394,https://mms.seloger.com/d/7/8/e/d78efd3c-cce9-4d48-8683-b6216595660e.jpg?ci_seal=ffc6a136c6aafbc5709a8e8245bd18a3c7a00b8e&w=525&h=394,https://mms.seloger.com/6/a/f/c/6afcb36c-3a3b-4a9e-adb6-f301d6205823.jpg?ci_seal=9a30b810dfb4e7d4c95b52e338ac729125788677&w=525&h=394,,
"Appartement à vendre - Toulon - 119 000 € - 3 pièces, 2 chambres, 54 m², Étage 4/4",119 000 €,54.0,3.0,2.0,Toulon,83200,,Ouest Toulon,Appartement,Appartement,2 204 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262959727.htm,"Toulon Pont du Las, dans un immeuble bien entretenu, à proximité immédiate des commodités, charmant appartement de type 3 d'environ 54 m², situé au dernier étage d'un immeuble sans ascenceur. Il se c...",https://mms.seloger.com/3/7/d/5/37d577a5-6ae2-4a10-a962-e2a524552b7f.jpg?ci_seal=6cd64fbc4abcad696fcb653e4c52047b0652223f&w=525&h=394,https://mms.seloger.com/a/8/e/2/a8e2bb43-6be1-4034-9e66-0aef72b5dea8.jpg?ci_seal=27b781473eab674e44fa6af234e4f5b208385caa&w=525&h=394,https://mms.seloger.com/5/d/0/a/5d0a6639-8cee-46fe-b971-c64bff96c9b3.jpg?ci_seal=6087b0b075d520d5b5a8b7ff326cb6feee27247e&w=525&h=394,,
"Appartement à vendre - Toulon - 120 000 € - 2 pièces, 1 chambre, 46 m², 1er étage",120 000 €,46.0,2.0,1.0,Toulon,83100,,Est Toulon,Appartement,Appartement,2 609 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/la-roseraie/257809399.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Votre agence immobilière, spécialiste de l'immobilier dans le Centre Var, vous propose à la vente SPECIAL INVESTISSEUR, ce charmant appartement lumineux d'environ 45 m² habitable, situé au 1er étage ...",https://mms.seloger.com/6/f/4/9/6f49b2a8-b1e0-4d99-97d2-b42b470c20b9.jpg?ci_seal=578f775e55a6d61743df1d5db89d55f6c5d3e645&w=626&h=470,https://mms.seloger.com/b/9/9/5/b995f744-ba64-4e08-a149-9e18e045f7bf.jpg?ci_seal=54d30e7747068752b10c7d872842910780ec65ca&w=626&h=470,https://mms.seloger.com/3/0/a/f/30aff854-8395-4417-a160-cacc612dc5d7.jpg?ci_seal=6c4f50f4d0e80d9750f3ae71aff01ec250979e14&w=626&h=470,https://mms.seloger.com/5/5/f/8/55f8fbfe-c103-4f4a-abea-83ae820dc6ae.jpg?ci_seal=2cefce5c1d5ba239d82b211427a70cbbd1369dd0&w=626&h=470,https://mms.seloger.com/1/e/b/6/1eb61c34-fc6f-4c62-8ba4-d2e3e3d81c0f.jpg?ci_seal=cc9281aa00d950ab975e45a177bf7a518cd61f33&w=626&h=470
"Appartement à vendre - Toulon - 120 000 € - 2 pièces, 42 m², Étage 5/6",120 000 €,42.0,2.0,,Toulon,83000,"Centre Ville, ()",Centre / Littoral,Appartement,Appartement,2 857 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262930269.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"Situé en plein cœur du centre-ville de Toulon, 4 rue Notre-Dame, cet appartement T2 de 42 m² entièrement rénové bénéficie d’un emplacement central, à proximité immédiate des commerces, transports et ...",https://mms.seloger.com/2/c/e/2/2ce2e13a-e5f8-410a-9e97-a321030a284f.jpg?ci_seal=9bc55e900c27bd12718581b18b0a89a57cb43f66&w=525&h=394,https://mms.seloger.com/e/1/9/e/e19eb26d-576b-45cd-9865-503b8ad84298.jpg?ci_seal=74aff13f7cf38602b023edd8629226df0dcf1aa9&w=525&h=394,https://mms.seloger.com/e/9/5/8/e958f239-7b1f-4cec-9e91-01125abd4332.jpg?ci_seal=821b6f0f317d0ecda0bb1429f125f5739128dfb4&w=525&h=394,,
"Appartement à vendre - Toulon - 124 000 € - 3 pièces, 2 chambres, 51,3 m², Étage 3/5",124 000 €,51.3,3.0,2.0,Toulon,83200,(),Ouest Toulon,Appartement,Appartement,2 417 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262669933.htm,"TOULON SAINT ROCH, dans un bel immeuble art déco, proche des commodités, du centre ville de Toulon, et au calme, appartement type 3 de 51 m² en trés bon état, comprenant, salon avec cuisine américain...",https://mms.seloger.com/c/4/1/0/c41099c6-642f-48ad-bd27-bb86a37399df.jpg?ci_seal=85c65cdb7bd01e2062653593a4b05104f17f219b&w=525&h=394,https://mms.seloger.com/a/6/9/7/a697edd9-ae7a-49af-bbfe-598d887c003a.jpg?ci_seal=d358c652beb5739ab4675930362f529da3f45b9e&w=525&h=394,https://mms.seloger.com/8/7/b/f/87bf86ff-2bef-4e16-b314-c459f49b18a9.jpg?ci_seal=313d920be05830f05547dc62ae28fd241dca703d&w=525&h=394,,
"Appartement à vendre - Toulon - 125 000 € - 2 pièces, 1 chambre, 22 m², RDC/2",125 000 €,22.0,2.0,1.0,Toulon,83100,"La Palasse, ()",Est Toulon,Appartement,Appartement,5 682 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/la-palasse/261885905.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Toulon Est, dans un secteur recherché, proche des commodités et des transports en commun (bus). Découvrez ce charmant appartement de 22 m² en rez-de-jardin, idéal pour un investissement locatif, un p...",https://mms.seloger.com/9/c/7/1/9c71ff67-e8b8-41fa-aa2a-8e92f64846e0.jpg?ci_seal=ecb1dcad75647768584eaf47e25ec08ed1ab2303&w=626&h=470,https://mms.seloger.com/2/3/9/d/239dd1a1-a425-4b53-9539-6b4e0cb8d8f3.jpg?ci_seal=2bd96ab7bba492ae4e9ef3f3db82fd9b6953362c&w=626&h=470,https://mms.seloger.com/0/3/2/a/032a7669-f690-4f90-983f-957e9f88f653.jpg?ci_seal=8bccf8a7d98ce05749295c2249b8cf250d4f7a8a&w=626&h=470,https://mms.seloger.com/e/9/e/a/e9ea69e0-0c87-4067-b5ec-dd1a89b28052.jpg?ci_seal=f4d76e5bc6274e1d9242972d0434b0e3adf35265&w=626&h=470,https://mms.seloger.com/c/6/3/e/c63ec21f-3c62-4c1d-b5e6-093d6579a148.jpg?ci_seal=c369ca04d376e505946210140bc625910dca1df8&w=626&h=470
"Appartement à vendre - Toulon - 125 000 € - 2 pièces, 1 chambre, 36 m², Étage 4/6",125 000 €,36.0,2.0,1.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,3 472 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/256760069.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Découvrez cet appartement de type 2, d'une superficie de 36m², idéalement situé sur centre ville de TOULON. En étage avec ascenseur, il bénéficie d'un emplacement recherché, à proximité immédiate des...",https://mms.seloger.com/7/d/1/a/7d1adc0c-80e4-451e-b583-3c646e1402da.jpg?ci_seal=91385138bb7da19b755c0c903dc8d16b847e9800&h=50,https://mms.seloger.com/e/d/8/7/ed876f27-c1ae-45cb-9967-27c56e331986.jpg?ci_seal=7c1f26db45b3923788d85fbc247ad95595c699ce&w=525&h=394,https://mms.seloger.com/4/d/3/d/4d3d51ee-5c08-4174-92c3-6a49621601b1.jpg?ci_seal=4055a0762e95e488fb203fc3311d29b827ac3875&w=525&h=394,https://mms.seloger.com/c/7/6/b/c76b69fa-d69f-4d57-bc94-b3291a2fc1ab.jpg?ci_seal=5d128c0bfb9a9cdfb7e2eacc7a2e6e3aa9bb79a3&w=525&h=394,
"Appartement à vendre - Ollioules - 127 000 € - 3 pièces, 1 chambre, 50,6 m², Étage 2/3",127 000 €,50.6,3.0,1.0,Ollioules,83190,,Ollioules,Appartement,Appartement,2 510 €,https://www.seloger.com/annonces/achat/appartement/ollioules-83/la-ville/262460907.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"En coeur de ville d'Ollioules, Appartement de 50m² à rénover intégralement. Double vitrage, hauts plafonds, tommettes et cheminée.",https://mms.seloger.com/8/e/0/0/8e0043b9-8292-43dc-a8ba-b975e7b1ad7b.jpg?ci_seal=2a67bd3909faeebc594a7e075770d501bd9ddb6a&h=50,https://mms.seloger.com/8/5/f/6/85f60521-57cd-48b7-b6fa-c033ab4f1465.jpg?ci_seal=1187e6494ca5abfc0a71c5fb01948d8dec90253a&w=626&h=470,https://mms.seloger.com/a/0/a/8/a0a84245-a347-4867-aaef-daa628e86bb9.jpg?ci_seal=2cffdfc8461cb5c572186ce5f9c012321e18bb6c&w=626&h=470,https://mms.seloger.com/7/1/5/b/715b2f6b-2a31-4770-9e0a-8ee4df448ee3.jpg?ci_seal=429a1c1f7571a23b6081d17a7f7d348d07631056&w=626&h=470,
"Appartement à vendre - Ollioules - 127 000 € - 3 pièces, 1 chambre, 50,6 m², Étage 2/3",127 000 €,50.6,3.0,1.0,Ollioules,83190,"La Ville, ()",Ollioules,Appartement,Appartement,2 510 €,https://www.seloger.com/annonces/achat/appartement/ollioules-83/la-ville/262460907.htm,"En coeur de ville d'Ollioules, Appartement de 50m² à rénover intégralement. Double vitrage, hauts plafonds, tommettes et cheminée.",https://mms.seloger.com/8/5/f/6/85f60521-57cd-48b7-b6fa-c033ab4f1465.jpg?ci_seal=1187e6494ca5abfc0a71c5fb01948d8dec90253a&w=626&h=470,https://mms.seloger.com/a/0/a/8/a0a84245-a347-4867-aaef-daa628e86bb9.jpg?ci_seal=2cffdfc8461cb5c572186ce5f9c012321e18bb6c&w=626&h=470,https://mms.seloger.com/7/1/5/b/715b2f6b-2a31-4770-9e0a-8ee4df448ee3.jpg?ci_seal=429a1c1f7571a23b6081d17a7f7d348d07631056&w=626&h=470,,
"Appartement à vendre - Toulon - 128 000 € - 2 pièces, 1 chambre, 33 m², RDC",128 000 €,33.0,2.0,1.0,Toulon,83000,"La Serinette, ()",Centre / Littoral,Appartement,Appartement,3 879 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/la-serinette/260569711.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Idéalement situé dans le très recherché quartier de La Serinette à Toulon, découvrez ce charmant appartement T2 de 33 m², niché au sein d’une jolie copropriété calme et bien entretenue. Cet apparteme...",https://mms.seloger.com/9/7/4/9/9749aa2a-0084-44bb-bba2-32ba30971268.jpg?ci_seal=6cb75472664330a451a9d5f8d287d493b4ace1ca&w=626&h=470,https://mms.seloger.com/c/c/b/6/ccb6a69f-3b60-45a7-a2bc-f4c1a01cf57d.jpg?ci_seal=19f18e23f942626ad5992c3fa65ba166f8750226&w=626&h=470,https://mms.seloger.com/6/2/4/1/62416eed-d5d3-4403-9210-923d7dfd21a4.jpg?ci_seal=22b5ff82f68b11c86ed5a45d4deede18bf3233b6&w=626&h=470,https://mms.seloger.com/f/f/5/7/ff57dea8-c55c-4315-8e15-824a0e337c19.jpg?ci_seal=2b73a5df54bf8bc9e5f302406accc912649a36b2&w=626&h=470,https://mms.seloger.com/8/c/9/1/8c91f551-361e-4fae-9288-7f3e94230525.jpg?ci_seal=44e3c2dc21e1f1dd52cb2bf8019e2ab0a3bec382&w=626&h=470
"Appartement à vendre - Toulon - 128 000 € - 2 pièces, 1 chambre, 37 m², 3ème étage",128 000 €,37.0,2.0,1.0,Toulon,83100,"Beaulieu-Darboussèdes, ()",Est Toulon,Appartement,Appartement,3 460 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/beaulieu-darboussedes/262936157.htm,"83100 TOULON – EXCLUSIVITÉ – SAINTE-MUSSE / MIRASOULEOU – APPARTEMENT 2 PIÈCES Karim Bourdeche et efficity, l'agence qui estime votre bien en ligne, vous proposent cet appartement 2 pièces situé dans...",https://mms.seloger.com/c/2/7/9/c279c42b-cb65-45d8-af87-4c1260fa8951.jpg?ci_seal=5c946424b471424aca62a39950171887611ee8b8&w=525&h=394,https://mms.seloger.com/8/d/9/8/8d98c2b3-e55e-41f3-8613-ac82074c8acb.jpg?ci_seal=b3cb9c3d999e5cae61f7c37f658bf003b3ccf627&w=525&h=394,https://mms.seloger.com/c/c/3/3/cc33a0eb-2b4f-4d0c-ac85-44fe74b579e8.jpg?ci_seal=b151f305915f8551b092feef8a8ae499bd98efa1&w=525&h=394,,
